MQ7,MQ2,T,U
122.0,108.0,28.5,63.69
122.1,108.1,28.5,63.71
122.2,108.2,28.5,63.73
122.3,108.3,28.5,63.75
122.4,108.4,28.5,63.77
122.5,108.5,28.5,63.79
122.5,108.6,28.5,63.81
122.5,108.6,28.5,63.83
122.5,108.6,28.5,63.85
122.5,108.6,28.5,63.86
122.5,108.6,28.5,63.87
122.4,108.5,28.5,63.88
122.3,108.4,28.5,63.89
122.2,108.3,28.5,63.9
122.1,108.2,28.5,63.9
121.9,108.0,28.5,63.9
121.9,107.9,28.5,63.9
121.9,107.9,28.5,63.9
121.9,108.0,28.5,63.9
121.9,108.0,28.5,63.9
121.9,108.0,28.5,63.9
122.0,108.1,28.5,63.9
122.0,108.1,28.5,63.9
122.1,108.2,28.5,63.9
122.2,108.3,28.5,63.9
122.4,108.5,28.5,63.9
122.5,108.6,28.5,63.9
122.6,108.7,28.49,63.9
122.7,108.8,28.48,63.91
122.8,109.0,28.47,63.92
122.9,109.1,28.46,63.93
123.0,109.2,28.45,63.94
123.2,109.4,28.44,63.95
123.2,109.4,28.43,63.96
123.3,109.5,28.42,63.98
123.4,109.6,28.41,64.0
123.5,109.7,28.4,64.02
123.6,109.7,28.4,64.04
123.6,109.6,28.4,64.05
123.7,109.5,28.4,64.06
123.8,109.6,28.4,64.07
123.8,109.6,28.4,64.08
123.8,109.6,28.4,64.09
123.9,109.7,28.4,64.1
123.9,109.7,28.4,64.11
123.9,109.7,28.4,64.12
123.9,109.7,28.4,64.13
123.9,109.8,28.4,64.14
124.0,109.9,28.4,64.15
124.0,110.0,28.4,64.16
123.9,109.9,28.4,64.17
123.9,109.9,28.4,64.18
123.9,109.9,28.4,64.19
123.9,109.9,28.4,64.2
123.9,109.9,28.4,64.2
123.9,109.9,28.4,64.2
123.9,109.9,28.4,64.2
123.9,109.9,28.4,64.2
123.9,109.9,28.4,64.2
123.8,109.8,28.41,64.2
123.9,109.8,28.42,64.2
123.8,109.8,28.43,64.2
123.8,109.8,28.44,64.19
123.8,109.8,28.45,64.18
123.8,109.8,28.46,64.17
123.9,109.9,28.47,64.16
124.1,110.1,28.48,64.15
124.3,110.3,28.49,64.14
124.5,110.5,28.51,64.12
124.9,110.9,28.52,64.1
125.1,111.2,28.53,64.07
125.5,111.5,28.54,64.04
125.7,111.7,28.55,64.02
125.9,111.9,28.56,64.0
126.2,112.2,28.57,63.97
126.3,112.3,28.59,63.94
126.5,112.5,28.61,63.91
126.6,112.6,28.63,63.87
126.5,112.5,28.64,63.84
126.3,112.3,28.65,63.81
126.2,112.2,28.66,63.78
125.9,111.9,28.67,63.75
125.7,111.7,28.68,63.72
125.5,111.5,28.69,63.68
125.2,111.2,28.7,63.65
124.9,111.0,28.7,63.62
124.4,110.5,28.7,63.59
124.1,110.2,28.7,63.57
123.9,110.0,28.7,63.54
123.8,109.8,28.7,63.51
123.6,109.6,28.7,63.49
123.5,109.5,28.7,63.47
123.5,109.5,28.7,63.45
123.5,109.5,28.7,63.44
123.4,109.4,28.7,63.43
123.5,109.4,28.7,63.42
123.6,109.5,28.7,63.41
123.6,109.5,28.7,63.4
123.8,109.7,28.69,63.4
123.8,109.8,28.68,63.4
123.9,109.9,28.67,63.4
124.0,110.0,28.66,63.41
124.0,110.0,28.65,63.42
124.0,110.0,28.64,63.43
124.1,110.1,28.63,63.44
124.2,110.2,28.62,63.45
124.2,110.2,28.61,63.46
124.3,110.3,28.6,63.47
124.3,110.3,28.6,63.48
124.3,110.3,28.6,63.5
124.3,110.3,28.6,63.52
124.4,110.4,28.59,63.53
124.5,110.5,28.58,63.54
124.6,110.6,28.57,63.55
124.6,110.7,28.56,63.57
124.5,110.6,28.55,63.59
124.5,110.6,28.54,63.61
124.3,110.4,28.53,63.63
124.1,110.2,28.52,63.66
124.0,110.1,28.51,63.68
124.0,110.0,28.49,63.7
123.9,109.9,28.48,63.72
123.8,109.8,28.48,63.75
123.6,109.6,28.48,63.78
123.6,109.4,28.47,63.8
123.6,109.3,28.46,63.82
123.5,109.2,28.45,63.84
123.4,109.1,28.44,63.87
123.4,109.0,28.43,63.89
123.4,108.9,28.42,63.91
123.3,108.8,28.42,63.93
123.1,108.6,28.42,63.95
122.9,108.4,28.41,63.96
122.8,108.3,28.4,63.97
122.7,108.2,28.4,63.98
122.6,108.2,28.4,63.99
122.6,108.2,28.4,64.0
122.7,108.3,28.4,64.0
122.7,108.4,28.4,64.0
122.7,108.5,28.4,64.0
122.7,108.6,28.4,64.0
122.8,108.7,28.4,64.0
122.9,108.8,28.4,64.01
123.0,108.9,28.4,64.02
123.0,109.0,28.4,64.03
123.0,109.0,28.4,64.04
123.0,109.0,28.4,64.05
123.0,109.0,28.4,64.06
123.0,109.0,28.4,64.07
123.0,109.0,28.4,64.08
123.0,109.0,28.4,64.09
123.0,109.0,28.4,64.1
123.0,108.9,28.4,64.1
123.0,108.8,28.4,64.1
122.9,108.7,28.4,64.1
122.9,108.6,28.41,64.1
122.8,108.5,28.41,64.1
122.7,108.4,28.42,64.1
122.6,108.3,28.42,64.09
122.5,108.2,28.43,64.08
122.5,108.1,28.44,64.07
122.5,108.0,28.45,64.06
122.5,108.1,28.46,64.05
122.4,108.1,28.47,64.04
122.4,108.1,28.48,64.03
122.3,108.1,28.48,64.02
122.4,108.1,28.49,64.01
122.5,108.1,28.49,64.0
122.5,108.1,28.5,64.0
122.6,108.1,28.5,63.99
122.5,108.1,28.5,63.98
122.4,108.1,28.5,63.97
122.3,108.0,28.5,63.96
122.4,108.0,28.5,63.95
122.5,108.0,28.5,63.94
122.6,108.0,28.5,63.93
122.5,108.0,28.5,63.92
122.5,108.0,28.5,63.91
122.6,108.0,28.5,63.9
122.6,108.1,28.5,63.9
122.7,108.2,28.49,63.9
122.8,108.3,28.49,63.89
122.9,108.4,28.48,63.89
122.8,108.4,28.47,63.89
122.8,108.4,28.46,63.89
122.8,108.5,28.45,63.89
122.8,108.5,28.44,63.89
122.8,108.6,28.43,63.89
122.8,108.6,28.42,63.89
122.8,108.6,28.4,63.9
122.7,108.5,28.4,63.91
122.7,108.4,28.38,63.93
122.6,108.3,28.37,63.94
122.7,108.3,28.36,63.96
122.7,108.3,28.35,63.98
122.7,108.3,28.34,64.01
122.8,108.4,28.33,64.04
122.8,108.4,28.32,64.08
122.8,108.4,28.31,64.12
122.7,108.3,28.31,64.15
122.8,108.4,28.3,64.18
122.8,108.4,28.3,64.22
122.9,108.5,28.3,64.26
122.8,108.5,28.3,64.29
122.7,108.5,28.3,64.32
122.6,108.4,28.3,64.34
122.5,108.3,28.3,64.36
122.5,108.2,28.3,64.37
122.4,108.2,28.3,64.38
122.4,108.2,28.3,64.39
122.3,108.1,28.3,64.4
122.2,108.1,28.3,64.4
122.1,108.0,28.3,64.4
122.1,108.0,28.3,64.4
122.1,108.0,28.3,64.4
122.1,108.0,28.3,64.4
122.1,108.0,28.3,64.39
122.0,108.0,28.3,64.39
122.0,108.0,28.3,64.39
122.0,108.0,28.3,64.39
122.0,108.0,28.31,64.39
122.0,108.0,28.32,64.39
122.0,108.0,28.33,64.39
122.0,107.9,28.34,64.39
122.0,107.9,28.35,64.38
122.0,107.9,28.36,64.37
122.0,107.9,28.37,64.37
122.0,107.9,28.38,64.36
122.0,107.9,28.39,64.34
122.0,107.9,28.41,64.32
122.0,107.9,28.42,64.3
122.0,107.9,28.43,64.27
122.0,107.9,28.44,64.24
122.0,108.0,28.45,64.21
122.0,108.0,28.46,64.18
122.0,108.0,28.47,64.15
122.0,108.0,28.48,64.12
122.0,108.0,28.49,64.09
122.0,108.0,28.5,64.07
122.0,108.0,28.5,64.04
122.0,108.0,28.5,64.01
122.0,108.0,28.5,63.99
122.0,108.0,28.5,63.97
122.0,108.0,28.5,63.95
122.0,108.0,28.5,63.94
122.0,108.0,28.5,63.92
122.0,108.0,28.51,63.9
122.0,108.0,28.52,63.88
122.0,108.0,28.53,63.86
122.0,108.0,28.54,63.85
122.0,108.0,28.55,63.83
122.0,108.0,28.56,63.81
122.0,108.0,28.57,63.79
122.1,108.1,28.58,63.76
122.2,108.1,28.59,63.73
122.2,108.1,28.6,63.71
122.3,108.2,28.6,63.69
122.4,108.3,28.6,63.67
122.5,108.3,28.6,63.65
122.6,108.4,28.61,63.63
122.7,108.5,28.61,63.62
122.7,108.5,28.61,63.6
122.8,108.6,28.62,63.58
122.8,108.6,28.63,63.57
122.8,108.7,28.63,63.56
122.9,108.8,28.63,63.55
122.9,108.8,28.63,63.54
122.9,108.8,28.63,63.53
122.9,108.9,28.63,63.52
122.9,108.9,28.62,63.51
122.9,108.9,28.63,63.5
123.0,109.0,28.64,63.5
123.0,109.0,28.64,63.5
123.0,109.0,28.64,63.5
123.0,108.9,28.65,63.5
123.0,108.8,28.66,63.5
123.0,108.7,28.67,63.49
123.0,108.6,28.68,63.48
123.0,108.5,28.69,63.47
123.0,108.5,28.7,63.46
123.0,108.5,28.7,63.44
123.0,108.5,28.7,63.42
123.0,108.5,28.7,63.4
123.1,108.5,28.7,63.38
123.2,108.7,28.7,63.35
123.2,108.8,28.7,63.32
123.2,108.9,28.69,63.3
123.2,109.0,28.68,63.28
123.2,109.1,28.67,63.26
123.3,109.1,28.66,63.25
123.3,109.1,28.65,63.25
123.4,109.1,28.64,63.25
123.4,109.1,28.62,63.25
123.3,109.1,28.6,63.26
123.2,109.0,28.58,63.28
123.2,109.0,28.56,63.3
123.2,109.0,28.55,63.32
123.2,109.0,28.54,63.35
123.2,109.0,28.53,63.38
123.1,109.0,28.52,63.4
123.2,109.0,28.51,63.43
123.2,109.1,28.5,63.46
123.3,109.2,28.5,63.49
123.4,109.2,28.5,63.51
123.5,109.3,28.5,63.53
123.6,109.4,28.49,63.55
123.7,109.4,28.48,63.57
123.7,109.4,28.47,63.59
123.7,109.4,28.46,63.61
123.8,109.5,28.45,63.63
123.7,109.5,28.44,63.64
123.6,109.4,28.43,63.66
123.5,109.3,28.42,63.68
123.4,109.3,28.41,63.7
123.3,109.2,28.39,63.72
123.2,109.1,28.38,63.75
123.1,109.1,28.37,63.78
123.1,109.0,28.36,63.8
123.0,108.9,28.35,63.83
122.8,108.7,28.34,63.86
122.7,108.6,28.33,63.89
122.6,108.5,28.32,63.92
122.6,108.4,28.3,63.95
122.6,108.4,28.28,63.98
122.6,108.4,28.27,64.02
122.6,108.4,28.26,64.05
122.6,108.4,28.25,64.08
122.6,108.5,28.24,64.11
122.7,108.6,28.23,64.14
122.8,108.7,28.22,64.17
122.9,108.8,28.21,64.21
123.0,108.8,28.2,64.24
123.0,108.8,28.19,64.27
122.9,108.7,28.18,64.3
122.8,108.6,28.17,64.33
122.7,108.5,28.16,64.36
122.6,108.4,28.15,64.4
122.5,108.3,28.14,64.44
122.4,108.2,28.13,64.48
122.3,108.1,28.13,64.52
122.2,108.0,28.13,64.55
122.1,108.0,28.13,64.58
122.0,108.0,28.14,64.61
122.0,108.0,28.15,64.64
122.0,108.0,28.16,64.66
122.0,108.0,28.17,64.67
122.0,108.0,28.18,64.67
122.0,108.0,28.19,64.67
122.0,108.0,28.21,64.66
122.0,108.0,28.22,64.64
122.0,108.0,28.23,64.62
122.0,108.0,28.24,64.6
122.0,108.0,28.25,64.58
122.0,108.0,28.26,64.56
122.0,107.9,28.27,64.54
122.0,107.8,28.29,64.52
121.9,107.7,28.31,64.5
121.8,107.6,28.33,64.48
121.7,107.5,28.34,64.46
121.6,107.4,28.35,64.44
121.5,107.3,28.37,64.42
121.4,107.2,28.38,64.4
121.4,107.1,28.4,64.37
121.4,107.0,28.42,64.34
121.4,107.0,28.44,64.3
121.4,107.0,28.45,64.27
121.5,107.0,28.46,64.23
121.6,107.0,28.48,64.19
121.7,107.0,28.5,64.15
121.8,107.0,28.52,64.11
121.8,107.0,28.53,64.06
121.8,107.0,28.55,64.01
121.8,107.0,28.56,63.97
121.7,107.0,28.57,63.92
121.6,107.0,28.59,63.88
121.5,107.0,28.61,63.84
121.4,107.0,28.63,63.8
121.3,107.0,28.64,63.75
121.2,107.0,28.65,63.7
121.1,107.0,28.66,63.65
121.1,107.0,28.67,63.61
121.2,107.0,28.68,63.57
121.2,107.0,28.69,63.52
121.3,107.0,28.7,63.48
121.4,107.1,28.7,63.44
121.5,107.2,28.7,63.4
121.6,107.3,28.7,63.36
121.7,107.4,28.7,63.33
121.8,107.5,28.7,63.3
121.9,107.6,28.7,63.28
122.0,107.7,28.7,63.26
122.0,107.8,28.7,63.24
122.0,107.8,28.7,63.23
121.9,107.8,28.7,63.22
121.8,107.7,28.7,63.21
121.8,107.6,28.7,63.2
121.8,107.5,28.7,63.2
121.8,107.4,28.7,63.2
121.8,107.4,28.7,63.2
121.8,107.3,28.7,63.19
121.8,107.2,28.71,63.18
121.8,107.1,28.71,63.17
121.8,107.1,28.72,63.16
121.9,107.2,28.72,63.15
122.0,107.3,28.72,63.14
122.0,107.4,28.73,63.13
122.0,107.5,28.74,63.12
122.0,107.6,28.75,63.11
122.0,107.6,28.76,63.1
122.0,107.7,28.76,63.1
122.0,107.8,28.75,63.1
122.0,107.9,28.75,63.1
122.0,108.0,28.74,63.1
122.0,108.0,28.74,63.1
122.0,108.0,28.74,63.1
122.0,108.0,28.73,63.1
122.0,108.0,28.72,63.1
122.0,108.0,28.71,63.1
122.0,108.0,28.7,63.1
122.0,108.0,28.7,63.1
122.0,108.0,28.7,63.1
122.0,108.0,28.7,63.1
122.0,108.0,28.7,63.1
122.0,108.0,28.7,63.1
122.0,108.0,28.7,63.1
122.0,107.9,28.7,63.1
122.0,107.8,28.7,63.1
122.0,107.8,28.7,63.09
122.0,107.8,28.7,63.08
122.0,107.8,28.7,63.07
122.0,107.8,28.7,63.06
122.0,107.8,28.7,63.05
122.0,107.8,28.7,63.04
122.0,107.8,28.7,63.03
122.0,107.8,28.7,63.02
122.0,107.9,28.7,63.01
122.0,108.0,28.7,63.0
122.1,108.0,28.7,63.0
122.2,108.0,28.7,63.0
122.3,108.1,28.7,63.0
122.4,108.2,28.7,63.0
122.5,108.3,28.7,63.0
122.6,108.3,28.7,63.0
122.6,108.3,28.7,63.0
122.6,108.3,28.7,63.0
122.6,108.3,28.71,63.0
122.6,108.3,28.71,63.0
122.5,108.3,28.71,62.99
122.4,108.3,28.71,62.98
122.1,108.0,28.71,62.97
121.9,107.7,28.71,62.96
121.7,107.5,28.71,62.95
121.5,107.4,28.71,62.94
121.4,107.3,28.71,62.93
121.3,107.2,28.71,62.92
121.2,107.1,28.7,62.91
121.2,107.0,28.7,62.9
121.1,106.9,28.7,62.9
121.0,106.8,28.7,62.91
121.2,106.9,28.7,62.92
121.2,107.0,28.7,62.93
121.3,107.0,28.69,62.94
121.3,107.0,28.68,62.95
121.3,107.0,28.67,62.96
121.3,107.0,28.66,62.98
121.3,107.0,28.65,63.0
121.2,107.0,28.64,63.02
121.2,107.0,28.63,63.04
121.2,106.9,28.62,63.05
121.1,106.9,28.61,63.07
121.1,106.9,28.6,63.09
121.0,106.9,28.59,63.11
121.0,106.9,28.58,63.13
121.0,106.9,28.57,63.16
121.0,106.9,28.56,63.18
121.0,106.9,28.55,63.2
121.0,106.9,28.54,63.23
121.0,106.9,28.53,63.26
121.0,107.0,28.52,63.29
121.0,107.0,28.51,63.31
121.0,107.0,28.5,63.33
121.0,107.0,28.49,63.36
121.0,107.0,28.48,63.39
121.0,107.0,28.47,63.41
121.0,107.0,28.46,63.44
121.0,107.0,28.45,63.47
121.0,107.0,28.43,63.49
121.0,107.0,28.41,63.52
121.0,107.0,28.39,63.55
121.0,107.0,28.37,63.59
121.0,107.0,28.35,63.63
121.0,107.0,28.34,63.66
121.0,107.0,28.33,63.7
121.0,107.0,28.32,63.74
121.0,107.0,28.31,63.78
121.0,107.0,28.3,63.82
121.0,107.0,28.3,63.86
121.0,107.0,28.3,63.89
121.0,107.0,28.3,63.92
121.0,107.0,28.3,63.94
121.0,107.0,28.3,63.97
121.0,107.0,28.3,64.0
121.0,107.0,28.3,64.02
121.0,107.0,28.3,64.04
121.0,107.0,28.3,64.05
121.0,107.0,28.3,64.06
121.0,107.0,28.3,64.07
121.0,107.0,28.3,64.08
121.0,107.0,28.3,64.09
121.0,107.0,28.31,64.1
121.0,107.0,28.32,64.1
121.0,107.0,28.33,64.1
121.1,107.1,28.34,64.09
121.2,107.1,28.35,64.08
121.3,107.2,28.36,64.07
121.4,107.3,28.37,64.06
121.5,107.4,28.38,64.05
121.6,107.5,28.39,64.04
121.7,107.6,28.4,64.03
121.7,107.6,28.4,64.02
121.8,107.6,28.4,64.01
121.8,107.6,28.4,63.99
121.7,107.5,28.4,63.98
121.6,107.5,28.4,63.97
121.6,107.4,28.4,63.96
121.6,107.3,28.4,63.95
121.6,107.2,28.4,63.94
121.6,107.1,28.4,63.92
121.6,107.1,28.4,63.9
121.7,107.2,28.4,63.89
121.7,107.3,28.4,63.88
121.8,107.4,28.4,63.88
121.9,107.5,28.4,63.88
122.0,107.6,28.4,63.87
122.0,107.7,28.4,63.87
122.0,107.8,28.4,63.86
122.0,107.9,28.4,63.85
122.0,108.0,28.4,63.85
122.0,108.0,28.41,63.85
122.0,108.0,28.42,63.84
122.0,108.0,28.43,63.83
122.0,108.0,28.44,63.81
122.0,108.0,28.45,63.79
122.0,108.0,28.46,63.78
122.0,108.0,28.47,63.76
122.0,107.9,28.48,63.75
121.9,107.8,28.49,63.74
121.8,107.7,28.5,63.72
121.8,107.6,28.51,63.7
121.7,107.5,28.52,63.68
121.7,107.4,28.53,63.65
121.7,107.3,28.54,63.63
121.7,107.2,28.55,63.61
121.7,107.1,28.56,63.59
121.6,107.0,28.57,63.56
121.5,107.0,28.58,63.53
121.6,107.0,28.59,63.5
121.7,107.1,28.6,63.48
121.7,107.2,28.6,63.46
121.8,107.3,28.6,63.44
121.8,107.4,28.6,63.43
121.8,107.5,28.6,63.42
121.8,107.6,28.6,63.4
121.8,107.7,28.6,63.38
121.9,107.8,28.6,63.37
122.0,107.9,28.6,63.36
122.0,108.0,28.6,63.34
122.0,108.0,28.6,63.32
122.0,108.0,28.6,63.3
122.0,108.0,28.6,63.28
122.0,108.0,28.6,63.26
122.1,108.0,28.6,63.24
122.2,108.0,28.6,63.23
122.2,108.0,28.6,63.22
122.3,108.1,28.6,63.22
122.4,108.1,28.6,63.22
122.5,108.2,28.6,63.23
122.6,108.2,28.6,63.24
122.7,108.3,28.6,63.25
122.8,108.4,28.59,63.26
122.9,108.5,28.59,63.27
122.9,108.6,28.58,63.28
122.9,108.7,28.57,63.29
122.9,108.6,28.56,63.3
122.8,108.5,28.55,63.3
122.7,108.5,28.54,63.3
122.6,108.4,28.53,63.3
122.5,108.4,28.52,63.3
122.4,108.3,28.51,63.31
122.3,108.2,28.51,63.32
122.2,108.1,28.5,63.33
122.1,108.0,28.5,63.34
122.0,107.9,28.5,63.35
122.0,108.0,28.5,63.36
122.0,108.0,28.5,63.37
122.0,108.0,28.5,63.38
122.0,108.0,28.5,63.39
122.0,108.0,28.5,63.4
122.1,108.0,28.5,63.4
122.2,108.0,28.5,63.4
122.2,108.0,28.5,63.39
122.2,108.0,28.5,63.38
122.2,108.0,28.5,63.37
122.2,108.0,28.51,63.36
122.2,108.0,28.52,63.35
122.2,108.0,28.53,63.34
122.2,108.0,28.54,63.33
122.2,108.0,28.55,63.31
122.1,108.0,28.56,63.29
122.0,108.0,28.57,63.27
122.0,108.0,28.58,63.26
122.0,108.0,28.59,63.25
122.0,108.0,28.6,63.24
122.0,108.1,28.6,63.22
122.0,108.1,28.6,63.2
122.0,108.2,28.6,63.18
122.0,108.2,28.6,63.16
122.0,108.2,28.61,63.15
122.1,108.2,28.61,63.14
122.1,108.2,28.61,63.12
122.2,108.2,28.62,63.1
122.2,108.2,28.63,63.08
122.2,108.2,28.64,63.06
122.2,108.1,28.65,63.05
122.2,108.1,28.66,63.04
122.2,108.0,28.67,63.03
122.3,108.1,28.68,63.01
122.4,108.1,28.68,62.99
122.3,108.1,28.69,62.97
122.4,108.2,28.7,62.96
122.4,108.3,28.7,62.95
122.5,108.4,28.7,62.94
122.5,108.4,28.7,62.93
122.5,108.4,28.7,62.92
122.5,108.4,28.7,62.91
122.5,108.4,28.7,62.9
122.4,108.3,28.7,62.9
122.3,108.3,28.7,62.9
122.3,108.3,28.7,62.89
122.2,108.2,28.71,62.88
122.1,108.1,28.72,62.87
122.0,108.0,28.73,62.86
122.0,108.0,28.73,62.85
122.0,108.0,28.73,62.84
122.0,108.0,28.74,62.83
121.9,107.9,28.75,62.81
121.8,107.8,28.75,62.79
121.7,107.7,28.75,62.77
121.7,107.6,28.75,62.76
121.6,107.5,28.74,62.75
121.5,107.4,28.73,62.74
121.4,107.3,28.72,62.74
121.3,107.2,28.71,62.74
121.3,107.1,28.71,62.74
121.2,107.0,28.69,62.75
121.2,107.0,28.67,62.77
121.2,107.0,28.66,62.79
121.2,107.0,28.65,62.81
121.1,107.0,28.64,62.84
121.1,107.0,28.63,62.87
121.1,107.0,28.62,62.9
121.1,106.9,28.61,62.92
121.1,106.8,28.61,62.95
121.0,106.7,28.6,62.98
121.0,106.6,28.6,63.0
121.0,106.5,28.6,63.02
120.9,106.4,28.6,63.04
120.8,106.3,28.6,63.06
120.8,106.2,28.6,63.08
120.8,106.1,28.6,63.1
120.7,106.0,28.6,63.12
120.6,106.0,28.6,63.14
120.5,106.0,28.6,63.15
120.4,106.0,28.6,63.16
120.3,106.0,28.6,63.17
120.2,106.0,28.6,63.17
120.2,106.0,28.6,63.18
120.2,106.0,28.6,63.18
120.1,106.0,28.6,63.17
120.0,106.0,28.6,63.16
120.0,106.0,28.61,63.15
120.0,106.0,28.61,63.14
120.0,106.0,28.61,63.13
120.0,106.0,28.62,63.12
120.0,106.0,28.63,63.11
120.0,106.0,28.64,63.1
120.0,106.0,28.65,63.08
120.0,106.0,28.66,63.07
120.0,106.0,28.67,63.06
120.0,106.0,28.68,63.05
120.0,106.0,28.68,63.04
120.0,106.0,28.69,63.02
120.0,106.0,28.7,63.0
120.0,106.0,28.7,62.98
120.0,106.0,28.7,62.96
120.0,106.0,28.71,62.95
120.0,106.0,28.72,62.94
120.0,106.0,28.73,62.92
120.0,106.0,28.74,62.9
120.0,106.0,28.75,62.88
120.0,106.0,28.76,62.85
120.0,106.0,28.77,62.82
120.0,106.0,28.78,62.79
120.0,106.0,28.79,62.76
120.0,105.9,28.8,62.72
120.0,105.9,28.8,62.68
120.0,105.9,28.8,62.64
120.0,105.9,28.8,62.61
120.0,105.9,28.8,62.57
120.0,105.9,28.8,62.53
120.0,105.9,28.8,62.5
120.0,105.9,28.8,62.48
120.0,105.9,28.8,62.46
120.0,105.9,28.8,62.44
120.0,106.0,28.8,62.43
120.0,106.0,28.79,62.42
120.0,106.0,28.78,62.41
120.0,106.0,28.77,62.4
120.0,106.0,28.76,62.4
120.0,106.0,28.75,62.4
120.0,106.0,28.74,62.41
120.0,106.0,28.73,62.42
120.0,106.0,28.72,62.43
120.0,106.0,28.71,62.44
120.0,105.9,28.7,62.45
120.0,105.9,28.71,62.46
120.0,105.9,28.71,62.47
120.0,105.9,28.71,62.48
120.0,105.9,28.72,62.49
120.0,105.9,28.73,62.5
120.0,105.9,28.73,62.5
120.0,105.9,28.74,62.5
120.0,105.9,28.75,62.5
120.0,105.9,28.76,62.5
120.0,106.0,28.77,62.5
120.0,106.0,28.77,62.5
120.0,106.0,28.78,62.5
120.0,106.0,28.79,62.5
120.0,106.0,28.79,62.5
120.1,106.1,28.79,62.5
120.2,106.1,28.8,62.5
120.2,106.1,28.8,62.5
120.2,106.1,28.8,62.51
120.2,106.1,28.79,62.52
120.2,106.1,28.78,62.53
120.2,106.1,28.77,62.54
120.2,106.1,28.76,62.55
120.2,106.1,28.75,62.56
120.3,106.1,28.74,62.57
120.2,106.0,28.73,62.58
120.2,106.1,28.72,62.6
120.2,106.1,28.71,62.62
120.3,106.2,28.7,62.63
120.4,106.2,28.7,62.64
120.5,106.3,28.7,62.65
120.6,106.3,28.7,62.66
120.7,106.3,28.7,62.67
120.8,106.3,28.7,62.68
120.7,106.4,28.7,62.69
120.8,106.4,28.7,62.7
120.8,106.4,28.7,62.71
120.9,106.4,28.7,62.72
120.9,106.3,28.69,62.73
120.9,106.3,28.69,62.74
120.9,106.3,28.68,62.75
120.9,106.4,28.67,62.76
120.9,106.4,28.66,62.77
120.9,106.5,28.65,62.78
121.0,106.4,28.64,62.8
120.9,106.4,28.63,62.82
120.8,106.3,28.62,62.83
120.7,106.3,28.61,62.84
120.7,106.3,28.61,62.85
120.6,106.3,28.6,62.86
120.5,106.2,28.6,62.88
120.4,106.2,28.6,62.9
120.3,106.2,28.6,62.92
120.2,106.2,28.6,62.94
120.2,106.3,28.6,62.96
120.3,106.3,28.6,62.98
120.4,106.3,28.6,63.0
120.5,106.4,28.6,63.02
120.5,106.4,28.6,63.04
120.6,106.5,28.6,63.06
120.7,106.6,28.6,63.07
120.7,106.6,28.6,63.08
120.8,106.7,28.6,63.08
120.9,106.6,28.6,63.08
120.8,106.5,28.6,63.07
120.7,106.5,28.6,63.06
120.6,106.5,28.6,63.05
120.6,106.4,28.6,63.04
120.5,106.4,28.6,63.03
120.4,106.3,28.6,63.02
120.3,106.2,28.6,63.01
120.3,106.1,28.6,63.0
120.2,106.0,28.6,63.0
120.2,106.0,28.6,63.0
120.2,106.0,28.6,63.0
120.2,106.0,28.6,63.0
120.2,106.0,28.6,63.0
120.1,106.0,28.6,63.0
120.1,106.0,28.6,63.0
120.1,106.0,28.6,63.0
120.2,106.0,28.6,63.0
120.2,106.0,28.6,63.0
120.3,106.0,28.6,63.0
120.2,106.0,28.6,63.0
120.2,106.0,28.59,63.0
120.2,106.0,28.59,63.0
120.2,106.0,28.58,63.0
120.3,106.0,28.57,63.0
120.4,106.1,28.56,63.0
120.5,106.1,28.55,63.01
120.5,106.2,28.54,63.02
120.6,106.3,28.53,63.03
120.6,106.4,28.51,63.04
120.7,106.5,28.5,63.06
120.8,106.6,28.49,63.08
120.9,106.7,28.47,63.11
121.0,106.8,28.46,63.14
121.0,106.9,28.45,63.17
120.9,106.9,28.44,63.21
120.9,107.0,28.43,63.24
120.9,107.0,28.42,63.27
120.9,107.0,28.41,63.3
120.9,107.0,28.41,63.34
120.9,107.0,28.4,63.37
120.9,107.0,28.4,63.4
120.9,107.0,28.4,63.42
120.9,107.0,28.4,63.45
120.9,107.0,28.4,63.48
121.0,107.0,28.4,63.5
121.0,107.0,28.4,63.52
121.0,107.0,28.4,63.54
121.0,107.0,28.4,63.56
121.0,107.0,28.4,63.57
121.0,107.0,28.4,63.58
121.0,107.0,28.4,63.6
121.0,107.0,28.4,63.62
121.0,107.0,28.4,63.63
121.0,107.0,28.4,63.64
120.9,106.9,28.4,63.65
120.9,106.9,28.4,63.66
120.9,106.9,28.4,63.66
120.9,106.9,28.4,63.66
120.9,106.8,28.4,63.67
120.9,106.8,28.4,63.68
120.9,106.8,28.4,63.68
120.9,106.8,28.41,63.68
120.9,106.8,28.41,63.67
120.9,106.8,28.41,63.66
121.0,106.9,28.41,63.65
121.0,106.9,28.41,63.64
121.0,106.9,28.41,63.64
121.0,106.9,28.41,63.64
121.0,107.0,28.41,63.63
121.0,107.0,28.41,63.62
121.0,107.0,28.41,63.61
121.0,107.0,28.4,63.6
121.0,107.0,28.41,63.6
121.0,107.0,28.41,63.6
121.0,107.0,28.41,63.6
121.0,107.0,28.41,63.6
120.9,107.0,28.41,63.6
120.9,106.9,28.41,63.6
120.9,106.9,28.41,63.59
120.9,106.9,28.41,63.59
120.9,106.9,28.41,63.59
120.9,106.9,28.41,63.59
120.9,106.9,28.4,63.59
120.9,106.9,28.4,63.59
120.9,106.9,28.4,63.59
120.9,106.9,28.4,63.59
